1 1 1   5.00000000000E+002  5.00000000000E+002  0.00000000000E+000  2.70449999847E+002  3.00000000000E+003
1 1 5   5.00000000000E+002  5.00000000000E+002  3.03030303030E+001  2.69805832747E+002  2.96969696970E+003
1 1 9   5.00000000000E+002  5.00000000000E+002  6.06060606061E+001  2.69165041751E+002  2.93939393939E+003
1 1 13   5.00000000000E+002  5.00000000000E+002  9.09090909091E+001  2.68528227746E+002  2.90909090909E+003
1 1 17   5.00000000000E+002  5.00000000000E+002  1.21212121212E+002  2.67895966699E+002  2.87878787879E+003
1 1 21   5.00000000000E+002  5.00000000000E+002  1.51515151515E+002  2.67268808701E+002  2.84848484848E+003
1 1 25   5.00000000000E+002  5.00000000000E+002  1.81818181818E+002  2.66647277214E+002  2.81818181818E+003
1 1 29   5.00000000000E+002  5.00000000000E+002  2.12121212121E+002  2.66031868509E+002  2.78787878788E+003
1 1 33   5.00000000000E+002  5.00000000000E+002  2.42424242424E+002  2.65423051276E+002  2.75757575758E+003
1 1 37   5.00000000000E+002  5.00000000000E+002  2.72727272727E+002  2.64821266399E+002  2.72727272727E+003
1 1 41   5.00000000000E+002  5.00000000000E+002  3.03030303030E+002  2.64226926881E+002  2.69696969697E+003
1 1 45   5.00000000000E+002  5.00000000000E+002  3.33333333333E+002  2.63640417897E+002  2.66666666667E+003
1 1 49   5.00000000000E+002  5.00000000000E+002  3.63636363636E+002  2.63062096976E+002  2.63636363636E+003
1 1 53   5.00000000000E+002  5.00000000000E+002  3.93939393939E+002  2.62492294294E+002  2.60606060606E+003
1 1 57   5.00000000000E+002  5.00000000000E+002  4.24242424242E+002  2.61931313053E+002  2.57575757576E+003
1 1 61   5.00000000000E+002  5.00000000000E+002  4.54545454545E+002  2.61379429959E+002  2.54545454545E+003
1 1 65   5.00000000000E+002  5.00000000000E+002  4.84848484848E+002  2.60836895762E+002  2.51515151515E+003
1 1 69   5.00000000000E+002  5.00000000000E+002  5.15151515152E+002  2.60303935870E+002  2.48484848485E+003
1 1 73   5.00000000000E+002  5.00000000000E+002  5.45454545455E+002  2.59780751012E+002  2.45454545455E+003
1 1 77   5.00000000000E+002  5.00000000000E+002  5.75757575758E+002  2.59267517948E+002  2.42424242424E+003
1 1 81   5.00000000000E+002  5.00000000000E+002  6.06060606061E+002  2.58764390216E+002  2.39393939394E+003
