1 1 1 1   5.00000000000E+002  5.00000000000E+002  2.12026490080E+002  2.69351841987E+002  3.00000000000E+003
1 1 1 5   5.00000000000E+002  5.00000000000E+002  2.37296064621E+002  2.68899333999E+002  2.96969696970E+003
1 1 1 9   5.00000000000E+002  5.00000000000E+002  2.62565639163E+002  2.68440243319E+002  2.93939393939E+003
1 1 1 13   5.00000000000E+002  5.00000000000E+002  2.87835213704E+002  2.67969108924E+002  2.90909090909E+003
1 1 1 17   5.00000000000E+002  5.00000000000E+002  3.13104788246E+002  2.67488474705E+002  2.87878787879E+003
1 1 1 21   5.00000000000E+002  5.00000000000E+002  3.38374362787E+002  2.66999589504E+002  2.84848484848E+003
1 1 1 25   5.00000000000E+002  5.00000000000E+002  3.63643937329E+002  2.66503966829E+002  2.81818181818E+003
1 1 1 29   5.00000000000E+002  5.00000000000E+002  3.88913511870E+002  2.66002963710E+002  2.78787878788E+003
1 1 1 33   5.00000000000E+002  5.00000000000E+002  4.14183086412E+002  2.65497978386E+002  2.75757575758E+003
1 1 1 37   5.00000000000E+002  5.00000000000E+002  4.39452660953E+002  2.64990279053E+002  2.72727272727E+003
1 1 1 41   5.00000000000E+002  5.00000000000E+002  4.64722235495E+002  2.64481130181E+002  2.69696969697E+003
1 1 1 45   5.00000000000E+002  5.00000000000E+002  4.89991810036E+002  2.63971671076E+002  2.66666666667E+003
1 1 1 49   5.00000000000E+002  5.00000000000E+002  5.15261384578E+002  2.63463008862E+002  2.63636363636E+003
1 1 1 53   5.00000000000E+002  5.00000000000E+002  5.40530959119E+002  2.62956133048E+002  2.60606060606E+003
1 1 1 57   5.00000000000E+002  5.00000000000E+002  5.65800533661E+002  2.62451983777E+002  2.57575757576E+003
1 1 1 61   5.00000000000E+002  5.00000000000E+002  5.91070108202E+002  2.61951393936E+002  2.54545454545E+003
1 1 1 65   5.00000000000E+002  5.00000000000E+002  6.16339682744E+002  2.61455138873E+002  2.51515151515E+003
1 1 1 69   5.00000000000E+002  5.00000000000E+002  6.41609257285E+002  2.60963898972E+002  2.48484848485E+003
1 1 1 73   5.00000000000E+002  5.00000000000E+002  6.66878831827E+002  2.60478295596E+002  2.45454545455E+003
1 1 1 77   5.00000000000E+002  5.00000000000E+002  6.92148406368E+002  2.59998868323E+002  2.42424242424E+003
1 1 1 81   5.00000000000E+002  5.00000000000E+002  7.17417980910E+002  2.59526100716E+002  2.39393939394E+003
1 1 1 85   5.00000000000E+002  5.00000000000E+002  7.42687555451E+002  2.59060407632E+002  2.36363636364E+003
1 1 1 89   5.00000000000E+002  5.00000000000E+002  7.67957129993E+002  2.58602153546E+002  2.33333333333E+003
1 1 1 93   5.00000000000E+002  5.00000000000E+002  7.93226704535E+002  2.58151646429E+002  2.30303030303E+003
1 1 1 97   5.00000000000E+002  5.00000000000E+002  8.18496279076E+002  2.57709150667E+002  2.27272727273E+003
1 1 1 101   5.00000000000E+002  5.00000000000E+002  8.43765853618E+002  2.57274884961E+002  2.24242424242E+003
1 1 1 105   5.00000000000E+002  5.00000000000E+002  8.69035428159E+002  2.56849031376E+002  2.21212121212E+003
1 1 1 109   5.00000000000E+002  5.00000000000E+002  8.94305002701E+002  2.56431735483E+002  2.18181818182E+003
1 1 1 113   5.00000000000E+002  5.00000000000E+002  9.19574577242E+002  2.56023112669E+002  2.15151515152E+003
1 1 1 117   5.00000000000E+002  5.00000000000E+002  9.44844151784E+002  2.55623249367E+002  2.12121212121E+003
1 1 1 121   5.00000000000E+002  5.00000000000E+002  9.70113726325E+002  2.55232207461E+002  2.09090909091E+003
1 1 1 125   5.00000000000E+002  5.00000000000E+002  9.95383300867E+002  2.54850025895E+002  2.06060606061E+003
1 1 1 129   5.00000000000E+002  5.00000000000E+002  1.02065287541E+003  2.54476723763E+002  2.03030303030E+003
1 1 1 133   5.00000000000E+002  5.00000000000E+002  1.04592244995E+003  2.54112301923E+002  2.00000000000E+003
1 1 1 137   5.00000000000E+002  5.00000000000E+002  1.07119202449E+003  2.53756745193E+002  1.96969696970E+003
1 1 1 141   5.00000000000E+002  5.00000000000E+002  1.09646159903E+003  2.53410023786E+002  1.93939393939E+003
1 1 1 145   5.00000000000E+002  5.00000000000E+002  1.12173117357E+003  2.53072094908E+002  1.90909090909E+003
1 1 1 149   5.00000000000E+002  5.00000000000E+002  1.14700074812E+003  2.52742903958E+002  1.87878787879E+003
1 1 1 153   5.00000000000E+002  5.00000000000E+002  1.17227032266E+003  2.52422385726E+002  1.84848484848E+003
1 1 1 157   5.00000000000E+002  5.00000000000E+002  1.19753989720E+003  2.52110465374E+002  1.81818181818E+003
1 1 1 161   5.00000000000E+002  5.00000000000E+002  1.22280947174E+003  2.51807059361E+002  1.78787878788E+003
1 1 1 165   5.00000000000E+002  5.00000000000E+002  1.24807904628E+003  2.51512076242E+002  1.75757575758E+003
1 1 1 169   5.00000000000E+002  5.00000000000E+002  1.27334862082E+003  2.51225417413E+002  1.72727272727E+003
1 1 1 173   5.00000000000E+002  5.00000000000E+002  1.29861819536E+003  2.50946977772E+002  1.69696969697E+003
1 1 1 177   5.00000000000E+002  5.00000000000E+002  1.32388776991E+003  2.50676646342E+002  1.66666666667E+003
1 1 1 181   5.00000000000E+002  5.00000000000E+002  1.34915734445E+003  2.50414306839E+002  1.63636363636E+003
1 1 1 185   5.00000000000E+002  5.00000000000E+002  1.37442691899E+003  2.50159838211E+002  1.60606060606E+003
1 1 1 189   5.00000000000E+002  5.00000000000E+002  1.39969649353E+003  2.49913115151E+002  1.57575757576E+003
1 1 1 193   5.00000000000E+002  5.00000000000E+002  1.42496606807E+003  2.49674008590E+002  1.54545454545E+003
1 1 1 197   5.00000000000E+002  5.00000000000E+002  1.45023564261E+003  2.49442386189E+002  1.51515151515E+003
1 1 1 201   5.00000000000E+002  5.00000000000E+002  1.47550521716E+003  2.49218112821E+002  1.48484848485E+003
1 1 1 205   5.00000000000E+002  5.00000000000E+002  1.50077479170E+003  2.49001051075E+002  1.45454545455E+003
1 1 1 209   5.00000000000E+002  5.00000000000E+002  1.52604436624E+003  2.48791061778E+002  1.42424242424E+003
